ID,Name,Votes,Description,Date,Status,URL
WEBFLOW-I-1181,Add an option to render all links as absolute (for better SEO),7,Whenever adding a Webflow internal link it's nice that the page is always connected no matter where you move it within the site without having to create 301 redirects manually. However when doing so it always renders these links as relative links. It would be nice to have a global option to render all links in the web site as absolute links for better SEO.,01/04/2018,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-1181
WEBFLOW-I-773,JSON Feed,8,Similar to RSS and Atom but in JSON which is far easier to read and write than XML. And because of the lightness of JSON and simplicity of the JSON Feed format it's more appealing for developers and designers.  Here’s a simple example:,30/06/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-773
WEBFLOW-I-4715,New CMS item posts to social media (or new Zapier trigger),2,It would be great to reduce one extra step and alert people on social media any time I create a new CMS entry. I write a blog post it's posted on Instagram Twitter Facebook etc. Squarespace does this and it's a convenient feature.  The alternative is for you to create this as a trigger in Zapier so I can do much more with a new CMS entry.,25/12/2021,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-4715
WEBFLOW-I-4711,Ability to use an international  hosted payment page platform international online payments and fraud and data management solutions provider,2,Provide the ability to use an international online payments fraud and data management solutions provider to accept payments via their hosted payment page platform.,21/12/2021,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-4711
WEBFLOW-I-4709,Reference _id and default_sku as fields in Designer,2,Currently it is impossible to include a collection item's _id _cid or default_sku (in the case of ecommerce products) from within Webflow's Designer view. It would be incredibly useful to access them without the help of third-party tooling since they are currently the most reliable (and only truly immutable) way to reference an item or product. For us this would be useful in handing off product IDs to other services that need to index our products rather than relying on slugs.,20/12/2021,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-4709
WEBFLOW-I-1142,Support for Facebook tabs,7,It would be great to support Facebook tabs for Webflow built and hosted sites. This forum thread covered that feature request quite thoroughly: https://forum.webflow.com/t/webflow-site-pages-in-a-facebook-page-tab/53964,06/03/2018,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-1142
WEBFLOW-I-1649,Display Element ID in Navigator,6,When you have multiple elements in the same class and you need to be able to tell them apart at a glance in the navigator... you can't unless you remove the existing class create a unique class for each element then add the unifying class back in. There is already an ID function in the element settings it is as easy as adding that ID to the class name in the navigator.,05/12/2018,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-1649
WEBFLOW-I-5435,Ad a Collection List Settings > Filter > Every Year/Month/Week,1,For birthdays historical date or monthly/weekly events. For example for companies infoboard/digital signage and more.,21/09/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5435
WEBFLOW-I-707,Collection pages at the root level,8,Would love the option to have dynamic pages at the root level i.e. domain.com/dynamic1 domain.com/dynamic2 etc. Usage is for hosting client landing pages with as clean a url as possible. Possibly even using a dedicated WF hosted site and pointing that to a parent site via subdomain e.g. go.domain.com/client1 go.domain.com/client2 etc. Anyone else interested in something like this?,24/05/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-707
WEBFLOW-I-4036,Add comma separator to CSV files,3,Microsoft Excel in Europe has issues reading Webflow-exported CSV files it inserts all columns into a single column per row making it unreadable. This is because our unit system uses commas and our CSV files are actually separated by semicolons.  To fix it and make it more worldwide-friendly we need the following at the top of the file: sep=  Info about this can be found here:  https://stackoverflow.com/questions/17953679/how-to-correctly-display-csv-files-within-excel-2013  EDIT: The goal is to have CSV work globally without any issue using Excel's default settings currently we need to give our clients solutions that aren't beginner-friendly.,10/03/2021,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-4036
WEBFLOW-I-2221,Multi image Field CMS Collections import,5,Hi at the moment Multi image field import is not allowed but it would've been pretty useful when exporting we get links such as "https://***1.jpg; https://***2.jpg; https://***3.jpg"  importing same way or without ";" would be great.,29/08/2019,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-2221
WEBFLOW-I-2911,Make Lottie animations work as a background,4,Would be great instead of needing to export as a video and then use the Video background element.,02/06/2020,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-2911
WEBFLOW-I-2905,Add Designer support for CSS user-select to disable text selection or enable one-click all-text selection,4,This CSS property is thoroughly explained here with working examples: This CSS property is incredibly versatile and even beginners will benefit on day one of using Webflow: Clicking some buttons in Webflow (i.e. p in a div used as a button) quickly will cause Webflow to highlight the text. This looks very amateurish on a professional website. See attached image (or click here). To prevent easy copy-pasting of text (say of sensitive or gated content) this CSS property is usually a strong enough line of defense. By enabling the user-select: all choice you can now single click to highlight an entire line. This is very useful for users selecting text to copy like addresses or phone numbers or URLs. ,02/06/2020,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-2905
WEBFLOW-I-5425,Custom Email graphics for specific products,1,For an E-commerce site it would be useful to be able to send customized emails for specific product categories so the customer can receive a better more product oriented correspondence experience upon purchase.  The current setup allows for no individual customization of auto generated emails upon purchaseWould love to be able to drag and drop multiple images into an email editor and format it to my liking for that specific product.,19/09/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5425
WEBFLOW-I-4704,Cascade animations by hierarchy order,2,Many websites want to have animations to spice things up but "reveal on scroll" is too limiting when there is a row or grid of items. They all come up at once. It's often a nice touch to have the first one come up then the next then the next etc with a delay between each. A staggered animation series or cascade.You can do this with some javascript but it's a hassle. And as I've posted in another thread the current hacks don't really work inside grids (which is strange because the things you'd want to cascade like a grid of client logos to show whom you've worked with would often be laid out in a grid).Since Webflow offers easy interactions like "reveal on scroll" it shouldn't be too much harder to have them cascade with delay based on their order in the DOM or otherwise.I've seen many forum posts on this but search didn't show up a wishlist request.Hack and my comments:https://discourse.webflow.com/t/how-to-staggered-scroll-reveal-with-webflow/95452/12Which is patchy at best. Not good with symbols or grids. We need something more integrated please. Thanks,13/12/2021,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-4704
WEBFLOW-I-2903,Show variants in product list when editing products,4,When you have a store with many items the product list becomes an important database and the ability to sort in as many ways as possible becomes really important. However a problem arises when products are hidden in variants. If you sort by SKU and can't see the variant SKUs when scrolling the list you are now forced to open each product. This can be exacerbated by working in teams where one person may use variants in a way that another might not understand. I would envision this as an option to collapse or expand them in the list. Where sorting would order them differently than their parent that they would be a lighter grey and be labeled as a variant. If you open it obviously it would open the parent. This could be animated as a way to clarify what is going on. For example in the site I'm currently working on there is me the owner and a person she hired to do all the data entry. The SKUs are all different on many of the products the data entry person chose to use as variants. Sorting by SKU when problem solving essentially shows these variants as missing products even though they are there. There are logical ways for us to find them but me and the owner don't always know that something was a variant of something else.,01/06/2020,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-2903
WEBFLOW-I-4703,Create a print on demand marketplace,2,I have a dream that one day I will create my own marketplace and I know that with webflow this dream becomes more and more a reality. so is that we can create a print on demand marketplace like Redbubble Zazzle Printful TeeSpring or Printify with the possibility of customize product ,11/12/2021,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-4703
WEBFLOW-I-2184,Accurate shipping information on Zap/CSV forms,5,I've been stuck trying to connect my Webflow store with a shipping service. Already tried Shippo and Shipstation both through Zapier and via CSV order uploads. The main issue with Zapier seems to be the way address information is formated (feeds as a long stream of information). You can get around this by adding a Formatter action (but it's somewhat complicated). Another issue is that the streamed data is missing addressee name (not always same as the customer) and importantly the product SKU and weight/dim specifications. Some shipping options require that information. The main issue with CSV is the inability to choose information fields. Some critical info (same as with Zapier above) is missing. This is a crucial step in ecommerce. I can manually copy/paste the information onto my shipping dashboard which I'd like to avoid. Urgent please!,14/08/2019,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-2184
WEBFLOW-I-4701,Get YouTube video thumbnail for CMS collection list,2,As explained in this forum post (it appears it never got posted on wishlist)https://discourse.webflow.com/t/cms-collection-list-get-youtube-main-video-thumbnail-by-code-tuturial-huge-time-saving/79435Would be incredibly useful currently if you want to create a collection of video posts you have to manually generate and upload thumbnails for each item in order to be able to display them in a CMS list. The code in the above forum post is no longer available. It would be great to get this implemented!,08/12/2021,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-4701
WEBFLOW-I-2863,UI improvement for ruler that shows while adjusting the viewport,4,Two ways to improve the viewport ruler  1) have a toggle switch to leave the ruler on even once we let go of the viewport adjuster so that we can see what device size we are currently on at all times.  2) add a vertical ruler that would give us the same functionality as the horizontal  This would make it way easier to create "outside of the box" design solutions without a lot of back and forth guess work to get the the design adapted to all devices. You would be able to see the exact ratio and size for each device.  If this was combined with custom breakpoints we would easily be able to design for different devices with minimal testing.,21/05/2020,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-2863
WEBFLOW-I-5412,Preset Animations For CMS,1,I am not sure if anyone has this issue. But while using CMS Some of the trigger Animation Capabilities does not work properly. So why not have Preset Animations only for CMS components.,16/09/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5412
WEBFLOW-I-5409,Add google drive as a source of video,1,Host the files on google drive and using the share link to add video files,16/09/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5409
WEBFLOW-I-4698,Embedded Video streaming live and recorded,2,dude you all NEED to create a video streaming player that I can embed into my website so that I don’t have to use YouTube or whatever other service. A live streaming option and a basically TV sort of thing that is native to webflow so your developers can host through you. I think that would be great.,07/12/2021,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-4698
WEBFLOW-I-626,Ability to toggle read-only link sharing in Showcase sites,8,Designers want to showcase sites but not give Designer access to them. Last but not least it will help to increase the adoption of the designers' platform. More designers more sites more life.,14/04/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-626
WEBFLOW-I-3968,Gradient points that can be fully animated; i.e. by cursor movement or auto loop sequenced.,3,It would be a very elegant design feature. As designers who adjust gradients with modern responsive graphic editors we get to experience the memorizing effect of watching a gradient of our designs move and change in real time.,26/02/2021,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-3968
WEBFLOW-I-616,Automatically Generated Thumbnails For CMS Images,8,It would be great if images added through the CMS automatically had a thumbnail associated with them so that our editors don't have to make two images for every post.,11/04/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-616
WEBFLOW-I-614,Reset editor/collaborator password,8,Clients often forget their password for the editor/collaborator login. It would be very useful if I could resend or reset the password!,10/04/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-614
WEBFLOW-I-5404,Turn on and off password on publish area,1,There is a problem I found is that when you want to publish onto a live site from staging you have to go into project settings and then disable password protection each time which can lead to the password being on the live site as a mistake especially working with multiple people on one site. I’m wondering if there could be a feature beneath the domain that allows you to check and uncheck password protection. Or a setting that you can disable the password on one domain and not the other.,15/09/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5404
WEBFLOW-I-5403,Itemised Billing that includes the domain,1,I have 20 plans on my account for which I need to bill my clients. The payments are constantly going through my account but it is very difficult to allocate the expense payments to the client because Webflow invoices do not include what domain the invoice is for.,15/09/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5403
WEBFLOW-I-5396,Get a preview/overview of where Symbols are used on the website,1,Just like you can see where different classes are used on different pages with the Style Manager's: "Elements affected on other pages". It would be neat to have the same functionality on Symbols. Explanation: Right now the Symbols overview only shows the amount of instances. That is not super helpful when you don't know where they are placed. It's very time consuming going over 100 static pages and 500+ CMS Collection pages to find these. The reason this is much needed is because you can't delete an active Symbol with x amount of instances. You have to find all the instances and delete them one at the time.. So when you want to clean all your Symbols it can take ages. Having an overview like the Style Manager you can see exactly which pages you would have to go to and delete the Symbol. Another feature that could help this is a hard delete button in the Symbol overview.,15/09/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5396
WEBFLOW-I-2172,Sort Invoices by Date,5,In the Billing module it would be great to be able to sort invoices and Site Plan Subscriptions by date. When managing many clients it becomes difficult to find the needed invoice.,05/08/2019,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-2172
WEBFLOW-I-5391,Auto convert/resize Images for Mobile view,1,We all know how time-consuming it can be to convert all images for different sizes. it would be fantastic if Webflow could have its user upload pictures on the default monitor size then automatically convert/resize for smaller monitor breakpoints such as mobile.,14/09/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5391
WEBFLOW-I-5388,Ability to reconnect collection lists to another,1,,14/09/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5388
WEBFLOW-I-5386,Webflow Wallet,1,We've all faced issues in making payments for our site/account plans regardless of the type of card we have. If there was a webflow wallet where we could just deposit our yearly/monthly payments - it would make life much simpler. We can be nudged if the wallet has low balance.,14/09/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5386
WEBFLOW-I-3952,WF UI - Better accessible navigation and scrollbars,3,The scrollbars in the Navigator and Style sidebars in Designer are a real pain to access! I don't know if it's just that way in Mac OS but it would definitely help a lot if the scrollbars in the WF UI were wider and always accessible. Also it would be a great deal easier if moving around on a page in Designer could be achieved via spacebar/click (similar to Sketch or AI).  These two things would make working in WF so much more efficient!  Thank you! ,21/02/2021,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-3952
WEBFLOW-I-2841,Style Product Options,4,It would be amazing if we could style the product options on the product page. There are some options that don't need to be drop-downs they can be as simple as a check box.,12/05/2020,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-2841
WEBFLOW-I-570,Disable responsive images per project,8,Hi Guys Not sure if this is a bug or not but when you CTRL-SHIFT-O in windows and bring up the disable responsive image box you uncheck it but when the site is exported all the resized images are still there?? I love that you implemented this feature but unfortunately the image compression just isn't tight enough some times the image has been scaled larger than my original upload (that must be a bug) but generally Photoshop can still get the file size a lot lower at the same apperance. I would love it if you could implement a site by site disable basis for fully disabling responsive images at least then we don't have to worry about clicking the disable button for every image we add to a page and know that upon export extra images we don't want will be exported with the code. John,23/03/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-570
WEBFLOW-I-1501,Individual Border Radius Manipulation,6,Using this syntax 10% 10% 10% 10% / 10% 10% 10% 10% https://9elements.github.io/fancy-border-radius/full-control.html#10.10.10.10-90.90.90.90-.,15/10/2018,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-1501
WEBFLOW-I-2814,Laybuy Integration,4,Laybuy is a big thing here in New Zealand and Australia for brick and mortar stores would be great if this could be integrated into the cart system.,06/05/2020,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-2814
WEBFLOW-I-1486,NavBar Animations,6,Just to make projects more speedy it would be nice to have the ability to add simple animations as standard for entrance and style for the navbar component like the stock quick animations - maybe add a push content on menu open and the ability to easily add an overlay colour ability in the navbar settings.,08/10/2018,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-1486
WEBFLOW-I-1472,More pages,6,Give Accses To more pages for starter like 14 pages for starter pls,02/10/2018,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-1472
WEBFLOW-I-4690,Text Stroke,2,Adding stroke options to the Typography panel would really help with fonts which have limited weight styles without having to manually write code every time.,25/11/2021,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-4690
WEBFLOW-I-4689,Full Breakpoint Control,2,I really wish I had full control over how many breakpoints I have and exactly when they switch. The current level control just feels terribly limiting for no apparent reason. Just being able to customize at how many pixels breakpoint is triggered would be a great help already.,25/11/2021,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-4689
WEBFLOW-I-2789,Add Convertkit integration,4,,26/04/2020,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-2789
WEBFLOW-I-3913,Take form submission email from the CMS,3,It would be really helpful if you could send the submission form emails to an email address / poster selected in the CMS,08/02/2021,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-3913
WEBFLOW-I-3908,Collection Rendering Logic,3,I don't want to be able to just show or hide elements from a collection. Hidden elements still exist in the DOM and are still indexed by Google. I want to be able to use logic to output or not output elements at all. Example 1: I have a resource section on my site and it has everything from blog posts to videos to downloadable resource. Bonus: some of this content is gated behind a form and some isn't. Gated content has a different layout than blog content which has a different layout than video content. Guess how many times I'm outputting the same content to the page and just showing or hiding it based on content type? Lots of duplicate content on that page now that I'd rather not have because a) bloat and b) search engine indexing. Example 2:I have an events collection and a page with tiles for all of my live events. You can click on an event to go to a detail (collection) page. A pandemic hits! Now I'm running virtual events and I want those tiles to link to an external page not on my site. (Yes I can link to that from the content on the collection page but that extra step really hurts conversions.) So I'm outputting each event as TWO tiles one with a redirect URL and one with the detail (collection) page URL and showing/hiding them based on whether the redirect URL is set. Conditional HTML logic would solve this too! "Use this link IF this is set otherwise use this other link."  ,06/02/2021,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-3908
WEBFLOW-I-3905,More properties in interactions for bigger abilities and functionality.,3,There are some blocks that are really hard to adapt or it's simply pointless to adapt them. Due to that you want to use interactions to show such blocks wholly to a user. This video is in Russian but you'll get the point easily watching what he is doing: https://youtu.be/lNoHMPups6E I consider this animation very attractive and incredibly useful in some cases. but fighting with it for two days I realized that it's impossible to implement it properly with the relevant abilities of Webflow. Due to every device has its own width and height and moreover you change properties of some blocks for a better view it's impossible to implement this animation with any measurement units. If we could change flex and grid properties in interactions only then we'll be able to execute such a thing appropriately for every device.  and please add the ability to change the background photo in interactions because now I need to do so much work with buttons and icons while we don't have such an ability.,05/02/2021,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-3905
WEBFLOW-I-444,Quiz/test building engine for Webflow,8,Would be super great and expand business opportunities if there would be a quiz or online test builder in Webflow.  Thanks!,14/02/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-444
WEBFLOW-I-3902,VAT amounts included to the invoices (French tax),3,,04/02/2021,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-3902
WEBFLOW-I-5352,Conditional visibility based on any CMS item,1,Sometimes you want an element to be visible depending on CMS properties not related to the current page - for example when displaying a title of a filtered section related to the page.  These two forum posts show the need: https://discourse.webflow.com/t/conditional-visibility-based-on-filter-result/65204 https://discourse.webflow.com/t/place-title-within-element-conditionally-visible-based-on-another-collection/216324,08/09/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5352
WEBFLOW-I-1437,CMS - backend search ALL fields custom columns,6,I just tried to search a CMS list of products to discover that WF does not search fields beyond the name (unless I am missing something). So I wanted to search for all products in a certain series and could not. It would also be great to see more columns in the CMS backend table view. Well this would be essential to show the search results effectively I guess. As it is for any significant data management I will have to build an external database in something like airtable or FileMaker and api it into WF.,11/09/2018,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-1437
WEBFLOW-I-5351,Dashboard - Log in > Take me to the Dashboard not to "Made in Webflow",1,Hi friends  I have 20 different login credentials in Webflow (by now).  Whenever I log in Webflow takes me to "Made in Webflow" Tab. This did not happen in the past as I was taken directly to my dashboard  I think it is better UX to take the User to the Dashboard because I as a user am searching for my dashboard not for Cloneables or examples. For that I can go directly to https://webflow.com/made-in-webflow?cloneable=true ,07/09/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5351
WEBFLOW-I-4679,Dynamic Pop-up,2,,19/11/2021,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-4679
WEBFLOW-I-3886,Ability to Create and Toggle Light Theme and Dark Theme,3,For some websites it could be interesting to offer our visitors the option between a dark or light version of our website/blog.It could be implemented the exact same way you do breakpoints for screen sizes. However these are not triggered by the screen size but by user selection: We could have "breakpoints" for Light and Dark themes or even create our own custom themes. Changes to the CSS properties would only affects the active "breakpoint"/theme. Then we could have a "Toggle Theme" control/button we can style and add to the site so visitors can select their favorite theme on the live site. Admin Note: It's possible to create light and dark theme styles in any Webflow site and use interactions to control that style as well. ,31/01/2021,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-3886
WEBFLOW-I-991,Ability for content editors to create shortened URLs that redirect to a CMS page,7,It would be awesome if any CMS editor would be able to create link redirects. It is very handy for events and stuff like that when an editor can enter long link and receive something like domain.com/register It could be even implemented as a url shortening service,14/11/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-991
WEBFLOW-I-5349,Option to disable copying/selecting a text or paragraph,1,Give us the option on paragraphs and text blocks to disable copying,06/09/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5349
WEBFLOW-I-5348,Edit and Delete Wishlist Comments,1,Thanks Webflow for such an awesome product. Just noticed there wasn't an edit or delete for your own wishlist comments. Sometimes you want to change or add more to your comments without cluttering the thread.,06/09/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5348
WEBFLOW-I-104,Quicker creating and editing of margin and padding,8,At present setting margin and padding on a single element requires a minimum of 24 clicks and keystrokes as each one has to be opened edited and closed individually. It would be a great timesaver to be able to open a dialogue that presented all values at once to be edited by simply tabbing through. An even bigger improvement would be the ability to link horizontal and vertical values - the equivalent of setting margin: 5px 10px; or padding: 1em; rather than margin: 5px 10px 5px 10px; or padding: 1em 1em 1em 1em; You could also add a keyboard shortcut to the dialogue to make it extra easy :),18/01/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-104
WEBFLOW-I-5345,Ctrl+Backspace to delete whole words in text boxes,1,It should be possible to use Ctrl+Backspace to delete whole words when editing text boxes. All other applications on Windows support this.,05/09/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5345
WEBFLOW-I-5342,I want to be a small business and make bracelets,1,I want to be a small business and make bracelets where they can customize the bracelet and even have an option of the ones that I make,05/09/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5342
WEBFLOW-I-1415,1 Free Hosting account for Pro Accounts / Resellers own website,6,Just like Business Catalyst used to do.  They gave a free Partner site for resellers to build their own site on their platform.  I think this is something that should be considered/included in the Webflow PRO accounts.,27/08/2018,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-1415
WEBFLOW-I-972,Ability to set up multiple publish destinations with paid hosting plans,7,Today I can only publish to the staging [site].webflow.io destination or to our custom domain.  It would be helpful to be able to define additional publish destinations that could align with other environments.,01/11/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-972
WEBFLOW-I-2688,Ability to Lock Items to Prevent Removal by "Clean Up" Feature in Style Manager,4,I love the "Clean Up" feature in the Style Manager panel but the way it works right now this is a frustrating all-or-nothing proposition. Many of my projects include elements that are initiated or defined in a script that are dependent on styles I have defined in Designer. Currently Designer treats those styles as if those elements don't exist at all and yet they are mission critical to the proper execution of the website at run-time. I propose that within the Style Manager panel UI the user should be able to LOCK (and later unlock) any seemingly unassigned styles from being removed by the "Clean Up" feature. As it works now I either proceed with the feature heaving to manually fix everything that breaks EACH TIME or worse yet stop using the "Clean Up" feature altogether which defeats the feature's purpose. Once an item is locked it should stay locked until the user expressly unlocks it. That way in most projects it can be a set it and forget it proposition and users can take full advantage of the otherwise great "Clean Up" feature.  Admin Note:It's unlikely that we'll build functionality to detect if a class is being used in custom code. Instead we recommend building elements with the specific class names in use without custom code somewhere in your site (many people build within a symbol and then remove the symbol from the page after updating the element styles).,27/03/2020,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-2688
WEBFLOW-I-945,See and copy the html/css on a current page instead of exporting the entire code,7,I use Webflow almost exclusively for prototyping and producing the template html/css that I use for my web application. I find it really easy to build out a page in Webflow and then just export the code and copy the CSS into my web application. However it gets a little annoying having to constantly export my code base to get the updated CSS especially if i'm making style changes on the fly within my application. It would be great if there was a separate window that you could toggle between the actual designer portal to see all of the CSS in realtime. That way I can just copy over the changes from that window instead of having exporting it and opening up the file in my text editor.,17/10/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-945
WEBFLOW-I-5330,Fix Template Billing- Bill at Publish not at Site Create,1,Webflow bills for templates whenever a site is created from one. This also happens when you try to clone a Template-based site or even to restore a Template-based site from a backup. All of this makes backup/restore and working with client site variations impossible without buying multiple copies of the same template for the same project. This also means designers can't try out a template to see if it will work for their needs before committing to it. SOLUTION- Template billing should happen instead at the point a site is published. Designers freely create new sites from Templates Editing etc allowed freely No publishing or export until the template is paid Ideally Template licenses are tracked in the account and assigned at publishing so that I can unpublish Client site variation A and then publish variation B in its place while transferring the template license over.,02/09/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5330
WEBFLOW-I-2683,Webflow + Bubble Authorization/Integration,4,With the unlimited possibilities provided by using Webflow paired with Bubble it would be nice if we could authorize our staged site to work with our Bubble account so that we could build the app without having to dish out so much money. I understand there are programs others have built that solve the problem however I believe a more native way of authorizing the API could work. If there is not a way to do this I understand just thought it would be a great way to help someone prototype a no-code app without having to pay until they re ready to launch. Could really increase the user-base because Bubble has over 300000 users who could probably benefit greatly from having such a powerful web design/front-end tool like Webflow.,25/03/2020,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-2683
WEBFLOW-I-3839,Allow a design system,3,There are a few requests similar to this but they all carry the same flag. like: https://wishlist.webflow.com/ideas/WEBFLOW-I-61and: https://wishlist.webflow.com/ideas/WEBFLOW-I-3796The term is well known and I think you are going in this direction as per https://wishlist.webflow.com/ideas/WEBFLOW-I-1638With a design system I could drop invision+sketch (some companies Zeplin free) consider it if I use Figma and do what Framer is trying to do with micro-interactions and all the rest (there are no champions on animations with code yet). That is the budget for enterprise accounts. but the transition needs to happen slowly price-wise as it changes all the workflow and probably needs to run alongside the budget for some time. The code it produces is not that important for advanced use of the features but it is when you need to start investing in servers and security on a larger scale if the plan is to be a wordpress or something that can handle large companies as their primary system. That would be a long term goal to me tbh.I am proposing a Design System capability to use as a support of the current design workflow with a better handoff. Hard lifting made by designers S2.On another note about presenting design to stakeholders:All design tools are going in this direction but conditional logic is something that still is hard to find when picking one tool that does it all.,15/01/2021,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-3839
WEBFLOW-I-3836,Section components for customer website management,3,It would be an idea to be able to create a component option that enables that component to be reused from the editor of the customer (owner of the website) and to add it or delete it from a page.  This functionality could be paired with another functionality that could be the possibility to create new "pages" from a template (like header and footer and rich text) from the editor side.  It would be the best customer experience being able so to create a new page with custom pre-built sections and not have to always rely on the the designer for small changes. It will also prevent them to mess up the design.,15/01/2021,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-3836
WEBFLOW-I-2060,Support for CSS3 Paged Media Module Level 3,5,Please implement CSS3 paged media within Webflow the latest working draft is here at W3C: https://www.w3.org/TR/css-page-3  Additional forum thread: https://forum.webflow.com/t/re-paged-media/176200  Cheers Sam,31/05/2019,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-2060
WEBFLOW-I-924,Create custom css styles & IDs without adding them to elements,7,I would like to see the ability to create custom CSS without having to add it to an element.  example say I have a div with ID about and it has an h2 or even a P would love the ability to do #about . h2{color: red;}  in the style sheet creating styles are important and sometimes I may create a style that is not tied to anything other than a javascript function telling it to change classes.,05/10/2017,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-924
WEBFLOW-I-5321,Always publish robots.txt and include Sitemap.xml reference,1,Currently robots.txt is only published if the site owner configures a custom robots.txt value in site settings. I think a robots.txt should always be published even if a custom one is not specified. It should also include a reference to sitemap.xml. e.g.,31/08/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5321
WEBFLOW-I-5318,Integrating a vimeo link to a Video widget,1,Integrating a vimeo link to a Video widget does not work  This is the link: https://vimeo.com/manage/videos/698596091  please help asap it is really urgent: m.angermueller@vonmorgen.io,31/08/2022,None,https://wishlist.webflow.com/ideas/WEBFLOW-I-5318
WEBFLOW-I-2662,ADD Channable compatibility for  ecommerce,4,Channable is the ultimate tool for feed management and PPC automation. Send your items to more than 2500 price comparison websites affiliate platforms and marketplaces or generate ads for Google Ads and Microsoft Advertising.,14/03/2020,Reviewed,https://wishlist.webflow.com/ideas/WEBFLOW-I-2662
